yelpPage,priceRange,exactZipcode,latitude,longitude
https://www.yelp.com/biz/regine-fashion-new-york,Inexpensive,10029,40.7908598,-73.9454248
https://www.yelp.com/biz/u-haul-neighborhood-dealer-new-york-city-8,Inexpensive,10035,40.7979822,-73.9386916
https://www.yelp.com/biz/linda-horn-new-york,,10128,40.7854551,-73.9552327
https://www.yelp.com/biz/luisfurniture-style-new-york,,10027,40.8139781558019,-73.9563825727982
https://www.yelp.com/biz/moes-sneaker-spot-new-york-2,,10029,40.7951346,-73.942398
https://www.yelp.com/biz/capezio-new-york-16,Moderate,10128,40.7828033,-73.9507233
https://www.yelp.com/biz/payless-shoesource-new-york-25,,10035,40.8043901,-73.9369417
https://www.yelp.com/biz/m-and-n-supplies-new-york,,10030,40.8195398,-73.9465904
https://www.yelp.com/biz/art-in-flux-harlem-new-york,,10026,40.8018555345511,-73.9510345458984
https://www.yelp.com/biz/sertex-new-york,,10025,40.8002338,-73.9676361
https://www.yelp.com/biz/gemini-ii-specialty-boutique-new-york,Inexpensive,10027,40.8123929,-73.9508964
https://www.yelp.com/biz/schweitzer-linen-new-york-2,Pricey,10024,40.783598,-73.9740257
https://www.yelp.com/biz/sergey-jewelry-manhattan-2,Moderate,10025,40.7996282,-73.9623179
https://www.yelp.com/biz/forma-de-ser-new-york-city,,10035,40.805576,-73.941784
https://www.yelp.com/biz/raymonds-custom-design-studio-new-york,,10035,40.8037513,-73.9383511
